instances/test_1.txt
30,20
instances/test_10.txt
5,4
instances/test_11.txt
4,3
instances/test_12.txt
7,6
instances/test_13.txt
7,6
instances/test_14.txt
2,2
instances/test_15.txt
11,8
instances/test_16.txt
12,8
instances/test_17.txt
1,1
instances/test_18.txt
6,4
instances/test_19.txt
4,4
instances/test_2.txt
1,1
instances/test_20.txt
2,2
instances/test_21.txt
4,4
instances/test_22.txt
12,8
instances/test_23.txt
3,3
instances/test_24.txt
10,7
instances/test_25.txt
11,7
instances/test_26.txt
6,5
instances/test_27.txt
9,6
instances/test_28.txt
11,8
instances/test_29.txt
13,9
instances/test_3.txt
1,1
instances/test_30.txt
22,12
instances/test_31.txt
13,9
instances/test_32.txt
6,4
instances/test_33.txt
17,10
instances/test_34.txt
4,3
instances/test_35.txt
3,3
instances/test_36.txt
2,2
instances/test_37.txt
47,26
instances/test_38.txt
1,1
instances/test_39.txt
3,3
instances/test_4.txt
21,12
instances/test_40.txt
2,2
instances/test_41.txt
167,97
instances/test_42.txt
140,78
instances/test_43.txt
10,7
instances/test_44.txt
14,9
instances/test_45.txt
2,2
instances/test_46.txt
14,9
instances/test_47.txt
1335,756
instances/test_48.txt
5,4
instances/test_49.txt
10,7
instances/test_5.txt
10,6
instances/test_50.txt
28,17
instances/test_6.txt
3,3
instances/test_7.txt
2,2
instances/test_8.txt
43,25
instances/test_9.txt
1,1
